Item_Identifier,Item_Weight,Item_Visibility,Item_MRP,Item_Outlet_Sales,Outlet_Age,Item_Fat_Content_0,Item_Fat_Content_1,Item_Fat_Content_2,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,New_Item_Type_0,New_Item_Type_1,New_Item_Type_2,Outlet_Identifier_0,Outlet_Identifier_1,Outlet_Identifier_2,Outlet_Identifier_3,Outlet_Identifier_4,Outlet_Identifier_5,Outlet_Identifier_6,Outlet_Identifier_7,Outlet_Identifier_8,Outlet_Identifier_9
NCG06,16.349999999999998,0.02930277,256.1646,5926.2858,32,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDK10,5.785,0.040351229,181.36599999999999,1977.4260000000002,13,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
DRK12,9.5,0.042123243,32.09,432.77,10,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDY55,16.75,0.08148512599999999,258.0988,8994.958,15,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDV04,7.825000000000001,0.149288779,158.4288,2985.4472,32,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDE23,17.6,0.045393391777777785,46.006,326.242,20,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDI08,18.2,0.06656712099999999,250.2092,2988.1104,8,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
DRA12,11.6,0.068535039,143.0154,283.6308,19,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
FDF22,6.865,0.057062185999999994,212.0218,2350.9398,8,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDQ57,7.275,0.027991092999999998,145.976,3515.4240000000004,18,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDP07,18.2,0.089901774,197.511,392.82199999999995,20,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
DRE37,13.5,0.09169146077777778,189.1872,1890.872,13,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
DRF25,9.0,0.038892859,36.119,1098.57,30,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
DRF03,19.1,0.045270425999999996,38.8138,731.0484,30,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
FDN51,17.85,0.020942867,260.2936,4175.8976,13,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDD21,10.3,0.030693756000000003,114.2176,2175.8344,8,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCY42,6.38,0.015162573,145.14700000000002,3006.087,20,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
FDH28,15.849999999999998,0.11483888260000001,37.0506,986.7156,32,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCZ29,15.0,0.11946118800000001,126.3362,503.3448,19,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
FDN60,15.1,0.09515808099999999,159.2604,2852.2872,20,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCW06,16.2,0.050545502,191.6162,1731.7458,8,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
NCS30,5.945,0.093405156,129.3652,4391.6168,8,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDW26,11.8,0.179191782,224.2772,667.1316,19,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDQ01,19.7,0.160951491,256.1014,3060.0168,18,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDH27,7.075000000000001,0.10215795800000001,145.0128,143.8128,32,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
NCX41,19.0,0.017791458,211.9244,2117.244,8,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDH58,12.3,0.036997103999999996,115.9834,2073.3012,18,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
DRB25,12.3,0.116261335,107.0938,214.3876,19,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
FDG45,8.1,0.12829573,210.4902,5309.755,15,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDP11,15.85,0.069100548,216.6166,4136.6154,20,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDV19,14.85,0.035257037000000005,161.2578,4171.9028,20,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDT32,19.0,0.065633934,186.5214,2261.0568,20,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCU53,5.485,0.042743727999999995,166.2842,1989.4104,13,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
NCA30,19.0,0.129309277,188.8872,3592.6568,13,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDH20,16.1,0.02404980188888889,98.441,868.8689999999999,10,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
DRD25,6.135,0.08238455419999999,114.286,2376.906,20,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
FDK25,11.6,0.156802171,168.0474,4379.6324,13,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDF02,16.2,0.10363403800000001,101.399,1031.99,18,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDC04,15.6,0.045055587,242.3854,2416.854,18,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDH21,10.395,0.031199027999999997,159.4604,316.9208,30,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
DRG03,14.5,0.062239080999999995,154.2998,1691.7978,8,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
NCY06,15.25,0.06153089,132.2968,1696.4584,10,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
FDM08,10.1,0.053692878,222.9088,5145.3024,15,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCD31,12.1,0.01545846,166.0526,3617.9572,18,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDU09,7.71,0.06627464,54.1956,3002.758,32,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDB49,8.3,0.030274175,98.5384,1872.2296,8,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDQ58,7.315,0.015332871999999999,154.034,612.536,15,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDJ58,15.6,0.10589167,172.6764,2920.1988,10,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCN30,16.349999999999998,0.016910914,96.641,1544.656,32,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDA52,16.2,0.128621941,175.537,3528.74,18,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCN42,20.25,0.014153743,145.6418,3825.6868,32,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDF04,17.5,0.013637046000000002,258.5304,6199.9296,20,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDY15,18.25,0.17152392800000002,155.863,2346.945,8,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDT03,21.25,0.009950343,185.5608,3307.6944,32,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
DRL59,16.75,0.037160705,54.2298,161.7894,32,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
FDW08,12.1,0.148986013,106.52799999999999,1171.808,8,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDO50,16.25,0.078103689,91.1804,1929.4884,30,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDP26,7.785,0.140121306,102.5306,1358.8978,8,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDX01,10.1,0.040446145,118.115,116.515,19,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDU22,12.35,0.093824276,119.9124,2014.7108,10,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDQ08,15.7,0.018926773,60.2536,1163.8184,13,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCN54,20.35,0.021322439,79.1328,1235.7248,13,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDR01,5.405,0.05336162,200.1742,6171.3002,32,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDB53,13.349999999999998,0.138777108,147.5392,5219.872,32,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
DRN47,12.1,0.016823566,178.56599999999997,3775.086,13,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDR39,20.35,0.083799283,184.1292,2189.1504,20,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCL30,18.1,0.048940428,127.5336,1789.6704,20,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
FDT02,12.6,0.02429329,33.4874,105.8622,8,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDT25,7.5,0.05082988099999999,122.7072,1470.0864,18,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDH53,20.5,0.016374762666666667,83.2592,1155.8288,10,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
DRB48,16.75,0.024994069,37.4822,549.9508,10,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDX16,17.85,0.110152524,150.205,149.805,19,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDH48,13.5,0.060603014000000004,85.554,1731.08,15,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDF20,12.85,0.033192524,199.0768,3153.2288,30,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDJ03,12.35,0.121174241,47.8692,49.2692,19,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
DRJ35,10.1,0.046848053,60.6878,363.5268,10,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
NCN17,11.0,0.05489331,101.9358,1105.8938,30,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDN09,14.15,0.034868095,243.7828,6579.4356,13,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCR30,20.6,0.070933894,74.8696,223.7088,30,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDW23,5.765,0.0821398,37.2164,579.246,18,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
DRN35,8.01,0.117580062,36.6532,71.9064,19,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
FDL08,10.8,0.049819857,243.2144,1225.072,15,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
DRL35,15.7,0.030877303,42.177,735.709,10,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
NCS42,8.6,0.06952439099999999,91.8146,2371.5796,18,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
NCY29,13.650000000000002,0.076860103,55.993,1471.418,32,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDO32,6.36,0.121034655,47.506,1071.938,8,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCU17,5.32,0.092865746,100.6674,2648.5524,13,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDY03,17.599999999999998,0.075753207,111.1202,3150.5656,32,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCI30,20.25,0.103188491,244.34599999999998,246.34599999999998,32,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FDI04,13.650000000000002,0.072559351,199.3426,3757.1094,32,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDC35,7.435,0.122735471,205.2638,3520.0846,30,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDN38,6.615,0.09197185599999999,251.6408,6008.1792,20,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDJ48,11.3,0.056434817000000005,247.8118,2964.1416,20,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDH57,10.895,0.035740762999999995,131.9284,659.1419999999999,13,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDI40,11.5,0.125602951,100.8358,2111.2518,20,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDF50,4.905,0.11676217300000001,198.9768,4729.8432,32,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDA07,7.55,0.030918873,123.9072,1102.5648,30,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDZ60,20.5,0.119848041,109.4596,431.4384,8,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDW38,5.325,0.139464425,53.2298,1240.3854,10,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCF55,6.675,0.021666335,33.3874,1235.059,20,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
FDR37,16.5,0.06624955099999999,183.3292,2006.7212,20,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDZ33,10.195,0.10756402400000001,149.0076,1182.4608,18,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDV01,19.2,0.085122855,155.4314,3568.0222,15,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDI02,15.7,0.11503178300000001,114.1202,787.6414,8,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
DRH25,18.7,0.014580886000000001,50.2324,623.1888,30,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
NCY29,13.65,0.077548732,55.093,452.744,8,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDR04,7.075000000000001,0.022457694,98.6068,2430.17,32,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDR44,6.11,0.103129612,129.5968,2348.9424,15,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDJ41,6.85,0.023012717999999998,262.0594,1569.9564,10,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDL43,10.1,0.026933321,78.467,3292.381,32,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDB21,7.475,0.14936069800000001,243.4854,1691.7978,10,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCU42,9.0,0.019586115,170.2474,4211.185,8,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDY21,15.1,0.1519549118,195.21099999999998,3142.5759999999996,30,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDK58,11.35,0.03877750711111111,101.5016,202.4032,20,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
DRD13,15.0,0.049155769,65.2168,958.752,18,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FDU35,6.44,0.067590211,98.27,2396.88,20,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDX23,6.445,0.049697923,95.0436,94.5436,19,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDQ39,14.8,0.08120649099999999,189.2846,1719.7614,15,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDR31,6.46,0.048924811,147.4102,3207.8244,32,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDS28,8.18,0.082386011,56.6588,687.1056,13,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
DRN36,15.2,0.050279604000000006,94.1752,2109.2544,15,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
FDX60,14.349999999999998,0.080203852,77.99600000000001,2716.4640000000004,32,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCB54,8.76,0.050335829000000006,126.2336,1406.1696,10,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
FDC15,18.1,0.178694026,158.9288,1571.2879999999998,8,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCP17,19.349999999999998,0.027580162999999998,62.2168,1661.8368,32,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDY39,5.305,0.04710181,181.8608,4594.02,18,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDH33,12.85,0.121914662,43.5428,615.1992,18,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDG09,20.599999999999998,0.04770415099999999,187.2556,4506.1344,32,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDO10,13.650000000000002,0.01268995,56.4588,973.3996,32,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDD39,16.7,0.06981517,214.385,4327.7,32,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDJ09,15.0,0.058513255,46.9744,679.1160000000001,15,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
DRQ35,9.3,0.042357202999999996,123.2388,1857.582,18,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FDV38,19.25,0.101932076,54.5956,764.3384,18,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDJ60,19.35,0.062476391,164.5184,1651.184,30,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDJ15,11.35,0.023454399,181.9608,1653.8472,10,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDR08,18.7,0.037681448,111.0886,222.3772,18,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDZ55,6.055,0.025408702000000002,160.892,2396.88,20,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDL10,8.395,0.039572298,100.9042,1686.4714,15,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDJ34,11.799999999999999,0.093202196,125.5704,1001.3632,32,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDW60,5.4399999999999995,0.016979326,177.037,3352.303,32,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDK08,9.195,0.122304725,99.2016,809.6128,20,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCE42,21.1,0.010600287,233.9958,1869.5664,13,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDR39,20.35,0.084273286,181.7292,4013.4424,10,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCN17,11.0,0.055162827000000005,100.3358,904.8222,8,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
NCR05,10.1,0.054741627,200.2084,3174.5344,15,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDV48,9.195,0.051366901,77.0644,3221.1404,32,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
DRF27,8.93,0.028533032000000003,151.434,1225.072,8,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
NCF07,9.0,0.032072321,102.2016,1416.8224,18,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDF40,20.25,0.022507877000000003,248.1092,4731.1748,13,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDO28,5.765,0.072410764,122.5098,1084.5882,18,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDB23,19.2,0.005611367,226.2062,1579.9434,8,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDV48,9.195,0.051697108,79.2644,864.2084,18,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDM45,8.655,0.08819473,119.6756,2423.512,20,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDC16,11.5,0.020611526,84.954,865.54,15,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
DRE25,15.349999999999998,0.07292831599999999,94.412,1304.968,32,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
FDY35,17.6,0.0160526,43.9402,1286.3256,18,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDR22,19.35,0.018600249,110.2544,2908.2144,15,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDZ10,17.85,0.04453262,127.20200000000001,2656.542,18,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDY15,18.25,0.29909785899999997,157.863,469.389,32,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
DRA24,19.35,0.039895009,162.4868,4422.2436,30,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
FDV37,13.0,0.083683243,198.5426,1186.4556,15,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDO10,13.65,0.012749288999999999,58.8588,973.3996,13,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDR59,14.5,0.063554289,263.6594,3401.5722,32,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDR34,17.0,0.016030344,228.0352,2748.4224,8,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDG16,15.25,0.090324849,214.4192,4961.5416,10,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDO03,10.394999999999998,0.03670437,228.1352,9390.4432,32,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDC09,15.5,0.026342897,104.1332,1230.3984,18,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDJ52,7.145,0.017783501,159.4578,3209.156,13,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
